property_id,city,area,property_type,purpose,bedrooms,bathrooms,size_sqft,area_sqft_normalized,price_pkr,price_formatted,developer,has_installment_plan,description,source_url,amenities,qa_flags
ISL-0303,Islamabad,Cube Apartments,Studio,Sale,,1,652,652.5,8200000,82.00 lac,Private / Unknown,False,"Studio Cube Apartment for Sale | Inner Facing | Sector A, Bahria Enclave | Charges Paid in Cube Apartments, Bahria Enclave · 1 bath · 2.9 Marla",https://www.zameen.com/Property/bahria_enclave_cube_apartments_studio_cube_apartment_for_sale_inner_facing_sector_a_bahria_enclave_charges_paid-53291186-21520-1.html,,bedrooms_missing
ISL-0304,Islamabad,J7 Emporium,Flat,Sale,1,1,1012,1012.5,17100000,1.71 crore,Private / Unknown,True,"One Bed Apartment Available In J7 Emporium Booking Starts From 25% in J7 Emporium, B-17 · 1 bed · 1 bath · 4.5 Marla",https://www.zameen.com/Property/b_17_j7_emporium_one_bed_apartment_available_in_j7_emporium_booking_starts_from_25-53842769-17263-1.html,,
ISL-0305,Islamabad,Bani Gala,House,Sale,5,5,10350,10350.0,120000000,12.00 crore,Private / Unknown,False,"Good 45 Marla House For Sale In Bani Gala in Bani Gala, Islamabad · 5 bed · 5 bath · 2.3 Kanal",https://www.zameen.com/Property/islamabad_bani_gala_good_45_marla_house_for_sale_in_bani_gala-45750035-340-1.html,,
ISL-0306,Islamabad,F-10,House,Sale,7,6,9900,9900.0,650000000,65.00 crore,Private / Unknown,False,"F-10 Brand New Beautiful House 1111 Sq Yards Available On Really Good Location in F-10, Islamabad · 7 bed · 6 bath · 2.2 Kanal",https://www.zameen.com/Property/islamabad_f-10_f-10_brand_new_beautiful_house_1111_sq_yards_available_on_really_good_location-47656613-162-1.html,brand_new,price_ge_50_crore
ISL-0307,Islamabad,DHA Defence Phase 2,House,Sale,5,6,4500,4500.0,79000000,7.90 crore,DHA,False,"One Kanal Ultra Luxury Designer House In DHA Islamabad in DHA Defence Phase 2, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_ultra_luxury_designer_house_in_dha_islamabad-53348273-339-1.html,,
ISL-0308,Islamabad,F-11 Markaz,Other,Sale,2,2,2115,2115.0,28000000,2.80 crore,Private / Unknown,False,"F-11 Luxury 2 Bedroom With Drawing Dining 2115 SqF Investor Price For Sale in F-11 Markaz, F-11 · 2 bed · 2 bath · 9.4 Marla",https://www.zameen.com/Property/f_11_f-11_markaz_f-11_luxury_2_bedroom_with_drawing_dining_2115_sqf_investor_price_for_sale-54636516-3286-1.html,,
ISL-0309,Islamabad,DHA Phase 2 - Sector A,House,Sale,7,6,4500,4500.0,87000000,8.70 crore,DHA,False,"HOT PROPERTY | DHA Phase 2 Islamabad Sector A | 1 Kanal Corner Double Unit House | Demand 8.70 Crore in DHA Phase 2 - Sector A, DHA Defence Phase 2 · 7 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_a_hot_property_dha_phase_2_islamabad_sector_a_1_kanal_corner_double_unit_house_demand_8_70_crore-54770899-3196-1.html,corner,
ISL-0310,Islamabad,Top City 1 - Block C,Flat,Sale,1,1,495,495.0,7800000,78.00 lac,Private / Unknown,False,"1 Bedroom Flat Is For Sale in Top City 1 - Block C, Top City 1 · 1 bed · 1 bath · 2.2 Marla",https://www.zameen.com/Property/top_city_1_top_city_1_-_block_c_1_bedroom_flat_is_for_sale-54784102-9232-1.html,,
ISL-0311,Islamabad,Bahria Enclave,House,Sale,5,5,2250,2250.0,57000000,5.70 crore,Bahria Town,False,"10 marla house available for sale on reasonable price in Bahria Enclave, Bahria Town · 5 bed · 5 bath · 10 Marla",https://www.zameen.com/Property/bahria_town_bahria_enclave_10_marla_house_available_for_sale_on_reasonable_price-54784065-1705-1.html,,
ISL-0312,Islamabad,DHA Phase 2 - Sector B,House,Sale,7,6,4500,4500.0,165000000,16.50 crore,DHA,False,"1 Kanal Ultra Luxurious Designer House For Sale In DHA-2 Islamabad in DHA Phase 2 - Sector B, DHA Defence Phase 2 · 7 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_1_kanal_ultra_luxurious_designer_house_for_sale_in_dha-2_islamabad-53041862-3197-1.html,,
ISL-0313,Islamabad,DHA Defence Phase 2,House,Sale,6,6,4500,4500.0,135000000,13.50 crore,DHA,False,"1 Kanal Brand New Beautiful Victorian Style House For Sale in DHA Defence Phase 2, DHA Defence · 6 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_beautiful_victorian_style_house_for_sale-53041861-339-1.html,brand_new,
ISL-0314,Islamabad,DHA Defence Phase 2,House,Sale,5,6,4500,4500.0,129000000,12.90 crore,DHA,False,"1 Kanal Brand New Beautiful Designer House For Sale in DHA Defence Phase 2, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_beautiful_designer_house_for_sale-52417300-339-1.html,brand_new,
ISL-0315,Islamabad,Top City 1,House,Sale,,,4500,4500.0,75000000,7.50 crore,Private / Unknown,False,"Buy A 1 Kanal House For sale In Top City 1 in Top City 1, Islamabad · 1 Kanal",https://www.zameen.com/Property/islamabad_top_city_1_buy_a_1_kanal_house_for_sale_in_top_city_1-54748514-1383-1.html,,bedrooms_missing|bathrooms_missing
ISL-0316,Islamabad,DHA Defence Phase 2,House,Sale,7,6,4500,4500.0,128000000,12.80 crore,DHA,False,"1 Kanal Brand New Double Unit House For Sale in DHA Defence Phase 2, DHA Defence · 7 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_double_unit_house_for_sale-53041866-339-1.html,brand_new,
ISL-0317,Islamabad,DHA Defence Phase 2,House,Sale,6,6,4500,4500.0,99000000,9.90 crore,DHA,False,"Stunning Double Unit Spanish Mansion Fully Furnished With Solar House For Sale in DHA Defence Phase 2, DHA Defence · 6 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_stunning_double_unit_spanish_mansion_fully_furnished_with_solar_house_for_sale-54471512-339-1.html,furnished|solar,
ISL-0318,Islamabad,I-10/4,House,Sale,5,6,1350,1350.0,54000000,5.40 crore,Private / Unknown,False,"6 MARLA HOUSE AVAILABLE FOR SELL IN I-10/4 in I-10/4, I-10 · 5 bed · 6 bath · 6 Marla",https://www.zameen.com/Property/i_10_i-10_4_6_marla_house_available_for_sell_in_i-10_4-54639540-3423-1.html,,
ISL-0319,Islamabad,Bani Gala,House,Sale,4,5,1350,1350.0,26000000,2.60 crore,Private / Unknown,False,"Brand New 6 Marla Corner Tripple Story House For Sale in Bani Gala, Islamabad · 4 bed · 5 bath · 6 Marla",https://www.zameen.com/Property/islamabad_bani_gala_brand_new_6_marla_corner_tripple_story_house_for_sale-54763485-340-1.html,corner|brand_new,
ISL-0320,Islamabad,DHA Phase 5 - Sector F,House,Sale,4,5,1125,1125.0,38000000,3.80 crore,DHA,False,"Luxury 5 Marla Brand New House For Sale - Sector F, DHA Phase 5 in DHA Phase 5 - Sector F, DHA Defence Phase 5 · 4 bed · 5 bath · 5 Marla",https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_luxury_5_marla_brand_new_house_for_sale_-_sector_f_dha_phase_5-54074609-8836-1.html,brand_new,
ISL-0321,Islamabad,MPCHS - Multi Gardens,House,Sale,4,5,1125,1125.0,31500000,3.15 crore,Private / Unknown,False,"5 Marla Double Heighted Designer House For Sale In B-17,Multi Gardens, Islamabad in MPCHS - Multi Gardens, B-17 · 4 bed · 5 bath · 5 Marla",https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_5_marla_double_heighted_designer_house_for_sale_in_b-17_multi_gardens_islamabad-54535359-3115-1.html,,
ISL-0322,Islamabad,G-9/4,House,Sale,8,6,3150,3150.0,170000000,17.00 crore,Private / Unknown,False,"Idyllic Prime Location House Available In G-9/4 For sale in G-9/4, G-9 · 8 bed · 6 bath · 14 Marla",https://www.zameen.com/Property/g_9_g-9_4_idyllic_prime_location_house_available_in_g-9_4_for_sale-54780512-3387-1.html,,
ISL-0323,Islamabad,E-11,House,Sale,,,2250,2250.0,75000000,7.50 crore,Private / Unknown,False,"House Of 10 Marla Is Available For Sale in E-11, Islamabad · 10 Marla",https://www.zameen.com/Property/islamabad_e-11_house_of_10_marla_is_available_for_sale-54729781-329-1.html,,bedrooms_missing|bathrooms_missing
ISL-0324,Islamabad,Mumtaz City,House,Sale,6,7,1507,1507.5,35000000,3.50 crore,Private / Unknown,False,"NEW BEAUTIFUL DOUBLE STOREY HOUSE FOR SALE in Mumtaz City, Islamabad · 6 bed · 7 bath · 6.7 Marla",https://www.zameen.com/Property/islamabad_mumtaz_city_new_beautiful_double_storey_house_for_sale-54398094-3464-1.html,,
ISL-0325,Islamabad,G-10/4,House,Sale,3,3,1260,1260.0,52500000,5.25 crore,Private / Unknown,False,"House 1250 Square Feet For sale In G-10/4 in G-10/4, G-10 · 3 bed · 3 bath · 5.6 Marla",https://www.zameen.com/Property/g_10_g-10_4_house_1250_square_feet_for_sale_in_g-10_4-54777816-3327-1.html,,
ISL-0326,Islamabad,J7 Emporium,Flat,Sale,1,1,742,742.5,18100000,1.81 crore,Private / Unknown,False,"J7 Emporium Service Apartments in J7 Emporium, B-17 · 1 bed · 1 bath · 3.3 Marla",https://www.zameen.com/Property/b_17_j7_emporium_j7_emporium_service_apartments-53976386-17263-1.html,,
ISL-0327,Islamabad,E-11,House,Sale,5,5,2250,2250.0,83000000,8.30 crore,Private / Unknown,False,"BEAUTIFUL LOCATION HOUSE FOR SALE in E-11, Islamabad · 5 bed · 5 bath · 10 Marla",https://www.zameen.com/Property/islamabad_e-11_beautiful_location_house_for_sale-54703765-329-1.html,,
ISL-0328,Islamabad,G-13,House,Sale,6,6,2250,2250.0,87500000,8.75 crore,Private / Unknown,False,"35x70 (10Marla) brand New stunning house For Sale In G13 in G-13, Islamabad · 6 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/islamabad_g-13_35x70_10marla_brand_new_stunning_house_for_sale_in_g13-54748877-330-1.html,brand_new,
ISL-0329,Islamabad,DHA Defence Phase 2,House,Sale,5,6,4500,4500.0,65000000,6.50 crore,DHA,False,"One Kanal Ultra Luxury Designer House For Sale In DHA 2 in DHA Defence Phase 2, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_ultra_luxury_designer_house_for_sale_in_dha_2-54415364-339-1.html,,
ISL-0330,Islamabad,Smama Star Mall & Residency,Flat,Sale,3,3,1237,1237.5,16500000,1.65 crore,Private / Unknown,False,"3 Bed Furnished Apparments Available For Sale Samama Star Direct Allotee in Smama Star Mall & Residency, Gulberg Greens · 3 bed · 3 bath · 5.5 Marla",https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_3_bed_furnished_apparments_available_for_sale_samama_star_direct_allotee-53117838-11278-1.html,furnished,
ISL-0331,Islamabad,D-12/4,House,Sale,5,5,1125,1125.0,62500000,6.25 crore,Private / Unknown,False,"A On Excellent Location 5 Marla House Is Up For Grabs In D-12 in D-12/4, D-12 · 5 bed · 5 bath · 5 Marla",https://www.zameen.com/Property/d_12_d-12_4_a_on_excellent_location_5_marla_house_is_up_for_grabs_in_d-12-54653070-3157-1.html,,
ISL-0332,Islamabad,Gulberg Greens - Block E,Farm House,Sale,10,6,22500,22500.0,350000000,35.00 crore,Private / Unknown,False,"E Block Furnished Farm House Available For Sale in Gulberg Greens - Block E, Gulberg Greens · 10 bed · 6 bath · 5 Kanal",https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_e_e_block_furnished_farm_house_available_for_sale-53389657-8317-1.html,furnished,
ISL-0333,Islamabad,DHA Valley,House,Sale,3,3,1800,1800.0,20000000,2.00 crore,DHA,False,"8 marla home for sale mian bolivood in DHA Valley, DHA Defence · 3 bed · 3 bath · 8 Marla",https://www.zameen.com/Property/dha_defence_dha_valley_8_marla_home_for_sale_mian_bolivood-54783962-1333-1.html,,
ISL-0334,Islamabad,Top City 1,Flat,Sale,3,3,1440,1440.0,14500000,1.45 crore,Private / Unknown,True,"FOR SALE 1450 Sqft 3-Bed Apartment On Installment TOP CITY-1 in Top City 1, Islamabad · 3 bed · 3 bath · 6.4 Marla",https://www.zameen.com/Property/islamabad_top_city_1_for_sale_1450_sqft_3-bed_apartment_on_installment_top_city-1-54734068-1383-1.html,,
ISL-0335,Islamabad,F-7,Plot,Sale,4,6,16200,18000.0,1100000000,110.00 crore,Private / Unknown,False,"House For Sale In F7 On Prime Location 1777 Sequr Yard With Beautiful 04 Kanal Extra Land in F-7, Islamabad · 4 bed · 6 bath · 3.6 Kanal",https://www.zameen.com/Property/islamabad_f-7_house_for_sale_in_f7_on_prime_location_1777_sequr_yard_with_beautiful_04_kanal_extra_land-54557324-165-1.html,,plot_with_bedrooms|price_ge_50_crore|size_conflict
ISL-0336,Islamabad,F-8,House,Sale,4,5,4500,4500.0,260000000,26.00 crore,Private / Unknown,False,"House For Sale In F8 Prime Location in F-8, Islamabad · 4 bed · 5 bath · 1 Kanal",https://www.zameen.com/Property/islamabad_f-8_house_for_sale_in_f8_prime_location-54555809-166-1.html,,
ISL-0337,Islamabad,F-6,House,Sale,7,6,9000,9000.0,1000000000,100.00 crore,Private / Unknown,False,"Luxury Ambassadors Level House For Sale In F6 On Prime Location Incoming Rent 10000$ USD Per Month in F-6, Islamabad · 7 bed · 6 bath · 2 Kanal",https://www.zameen.com/Property/islamabad_f-6_luxury_ambassadors_level_house_for_sale_in_f6_on_prime_location_incoming_rent_10000_usd_per_month-54554789-164-1.html,,price_ge_50_crore
ISL-0338,Islamabad,F-7,House,Sale,7,6,4500,4500.0,410000000,41.00 crore,Private / Unknown,False,"Brand New House For Sale In F7 Prime Location With Swimming Pool in F-7, Islamabad · 7 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/islamabad_f-7_brand_new_house_for_sale_in_f7_prime_location_with_swimming_pool-54550757-165-1.html,swimming_pool|brand_new,
ISL-0339,Islamabad,F-8/3,House,Sale,6,,4005,4005.0,450000000,45.00 crore,Private / Unknown,False,"F-8 Brand New House For Sale in F-8/3, F-8 · 6 bed · 17.8 Marla",https://www.zameen.com/Property/f_8_f-8_3_f-8_brand_new_house_for_sale-49452597-3316-1.html,brand_new,bathrooms_missing
ISL-0340,Islamabad,G-6,House,Sale,6,6,14850,14850.0,610000000,61.00 crore,Private / Unknown,False,"G6/3 Most Prime Location House For Sale in G-6, Islamabad · 6 bed · 6 bath · 3.3 Kanal",https://www.zameen.com/Property/islamabad_g-6_g6_3_most_prime_location_house_for_sale-54533387-169-1.html,,price_ge_50_crore
ISL-0341,Islamabad,DHA Defence Phase 2,House,Sale,5,5,4500,4500.0,150000000,15.00 crore,DHA,False,"1 Kanal Brand New Designer House For Sale In DHA Phase 2 Islamabad in DHA Defence Phase 2, DHA Defence · 5 bed · 5 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_house_for_sale_in_dha_phase_2_islamabad-54323212-339-1.html,brand_new,
ISL-0342,Islamabad,MPCHS - Block E,House,Sale,,,1800,1800.0,41500000,4.15 crore,Private / Unknown,False,"Stunning 8 Marla House In MPCHS - Block E Available in MPCHS - Block E, MPCHS - Multi Gardens · 8 Marla",https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_stunning_8_marla_house_in_mpchs_-_block_e_available-54767561-3120-1.html,,bedrooms_missing|bathrooms_missing
ISL-0343,Islamabad,DHA Defence Phase 2,House,Sale,5,6,4500,4500.0,80000000,8.00 crore,DHA,False,"Minimalist Style 1 Kanal Brand New Designer House Ready For Sale In DHA Defence Phase 2 Islamabad in DHA Defence Phase 2, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_minimalist_style_1_kanal_brand_new_designer_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54739577-339-1.html,brand_new,
ISL-0344,Islamabad,Top City 1,Flat,Sale,1,1,540,540.0,5900000,59.00 lac,Private / Unknown,True,"FOR SALE 550 sqft 1-Bed Apartment on Installment TOP CITY-1 in Top City 1, Islamabad · 1 bed · 1 bath · 2.4 Marla",https://www.zameen.com/Property/islamabad_top_city_1_for_sale_550_sqft_1-bed_apartment_on_installment_top_city-1-54731257-1383-1.html,,
ISL-0345,Islamabad,DHA Defence Phase 2,House,Sale,5,6,4500,4500.0,143000000,14.30 crore,DHA,False,"Brand New House For Sale  Prime Location in DHA Defence Phase 2, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_house_for_sale_prime_location-54773959-339-1.html,brand_new,
ISL-0346,Islamabad,Bahria Enclave - Sector C1,Flat,Sale,2,2,1012,1012.5,11500000,1.15 crore,Private / Unknown,False,"Brand New 2 Bedroom Apartment For Sale in Bahria Enclave - Sector C1, Bahria Enclave · 2 bed · 2 bath · 4.5 Marla",https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_brand_new_2_bedroom_apartment_for_sale-46434452-11987-1.html,brand_new,
ISL-0347,Islamabad,Faisal Town - F-18,House,Sale,5,6,1125,1125.0,34000000,3.40 crore,Private / Unknown,False,"Green Belt House for sale in Faisal Town - F-18, Islamabad · 5 bed · 6 bath · 5 Marla",https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_green_belt_house_for_sale-54700480-8260-1.html,,
ISL-0348,Islamabad,G-14/4,House,Sale,6,7,2250,2250.0,99900000,9.99 crore,Private / Unknown,False,"3570 Ultra Luxury Designer House | 70 Ft Road | Double Road Back | G-14 in G-14/4, G-14 · 6 bed · 7 bath · 10 Marla",https://www.zameen.com/Property/g_14_g-14_4_3570_ultra_luxury_designer_house_70_ft_road_double_road_back_g-14-54457876-3346-1.html,,
ISL-0349,Islamabad,I-14/2,House,Sale,4,7,2250,2250.0,65000000,6.50 crore,Private / Unknown,False,"Premium Luxury House for Sale in I-14/2 | Main Boulevard in I-14/2, I-14 · 4 bed · 7 bath · 10 Marla",https://www.zameen.com/Property/i_14_i-14_2_premium_luxury_house_for_sale_in_i-14_2_main_boulevard-54720655-8341-1.html,,
ISL-0350,Islamabad,I-14/3,House,Sale,7,7,3375,3375.0,105000000,10.50 crore,Private / Unknown,False,"7 Bed Luxury House On Double Road In I-14/3 | Markaz Facing | Urgent Sale in I-14/3, I-14 · 7 bed · 7 bath · 15 Marla",https://www.zameen.com/Property/i_14_i-14_3_7_bed_luxury_house_on_double_road_in_i-14_3_markaz_facing_urgent_sale-54699015-8342-1.html,,
ISL-0351,Islamabad,DHA Defence Phase 2,House,Sale,5,6,4500,4500.0,154500000,15.45 crore,DHA,False,"1 Kanal Brand New Designer And Outstanding House Up For Sale In Dha2 Islamabad. in DHA Defence Phase 2, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_and_outstanding_house_up_for_sale_in_dha2_islamabad-54759505-339-1.html,brand_new,
ISL-0352,Islamabad,DHA Defence Phase 2,House,Sale,5,6,4500,4500.0,119000000,11.90 crore,DHA,False,"Dha Phase 2 One Kanal Brand New Luxurious Designer House For Sale in DHA Defence Phase 2, DHA Defence · 5 bed · 6 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_one_kanal_brand_new_luxurious_designer_house_for_sale-52911572-339-1.html,brand_new,
ISL-0353,Islamabad,Roman Grove,Flat,Sale,1,1,562,562.5,9800000,98.00 lac,DHA,False,"1 BHK For Sale In Roman Grove DHA 1 Sector F Islamabad in Roman Grove, DHA Phase 1 - Sector F · 1 bed · 1 bath · 2.5 Marla",https://www.zameen.com/Property/dha_phase_1_sector_f_roman_grove_1_bhk_for_sale_in_roman_grove_dha_1_sector_f_islamabad-54727215-17009-1.html,,
ISL-0354,Islamabad,Kazani Heights,Flat,Sale,1,2,562,562.5,10500000,1.05 crore,Private / Unknown,False,"573 Sq. Ft 1-Bed Apartment for Sale | 6th Floor | Park Facing | Kazani Heights 1, Islamabad in Kazani Heights, Islamabad Expressway · 1 bed · 2 bath · 2.5 Marla",https://www.zameen.com/Property/islamabad_expressway_kazani_heights_573_sq_ft_1-bed_apartment_for_sale_6th_floor_park_facing_kazani_heights_1_islamabad-54766916-13445-1.html,park,
ISL-0355,Islamabad,Gulberg Greens - Block C,Farm House,Sale,8,6,18000,18000.0,300000000,30.00 crore,Private / Unknown,False,"Gulberg Green'S Block C Furnished Farm House Available For Sale in Gulberg Greens - Block C, Gulberg Greens · 8 bed · 6 bath · 4 Kanal",https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_c_gulberg_green_s_block_c_furnished_farm_house_available_for_sale-54774362-8315-1.html,furnished,
ISL-0356,Islamabad,Gulberg Residencia - Block L,House,Sale,6,6,2250,2250.0,47000000,4.70 crore,Private / Unknown,False,"10 Marla House Block L, Corner House in Gulberg Residencia - Block L, Gulberg Residencia · 6 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_l_10_marla_house_block_l_corner_house-54768232-9122-1.html,corner,
ISL-0357,Islamabad,Gulberg Arena Mall,Studio,Sale,,1,697,697.5,10500000,1.05 crore,Private / Unknown,False,"Gulberg Areena Studio Aparment Available For Sale in Gulberg Arena Mall, Gulberg Greens · 1 bath · 3.1 Marla",https://www.zameen.com/Property/gulberg_greens_gulberg_arena_mall_gulberg_areena_studio_aparment_available_for_sale-54663343-19297-1.html,,bedrooms_missing
ISL-0358,Islamabad,DHA Defence Phase 2,House,Sale,5,5,4500,4500.0,77000000,7.70 crore,DHA,False,"10 Marla brand new house for sale in DHA Defence Phase 2, DHA Defence · 5 bed · 5 bath · 1 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_brand_new_house_for_sale-54783793-339-1.html,brand_new,
ISL-0359,Islamabad,DHA Defence Phase 2,Flat,Sale,2,2,1350,1350.0,22900000,2.29 crore,DHA,False,"Two Bedroom Apartment For Sale In Goldcrest Views-1 Tower A Near Giga Mall, World Trade Center DHA-2 Islamabad in DHA Defence Phase 2, DHA Defence · 2 bed · 2 bath · 6 Marla",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_two_bedroom_apartment_for_sale_in_goldcrest_views-1_tower_a_near_giga_mall_world_trade_center_dha-2_islamabad-51227716-339-1.html,,
ISL-0360,Islamabad,G-13,House,Sale,6,6,2250,2250.0,89000000,8.90 crore,Private / Unknown,False,"10 Marla (35x70) Almost Brand New Corner House Available for Sale in G-13 in G-13, Islamabad · 6 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/islamabad_g-13_10_marla_35x70_almost_brand_new_corner_house_available_for_sale_in_g-13-54749836-330-1.html,corner|brand_new,
ISL-0361,Islamabad,F-10,House,Sale,8,,9000,9000.0,650000000,65.00 crore,Private / Unknown,False,"Triple-Storey 2-Kanal Ultra Luxury House For Sale In F-10 in F-10, Islamabad · 8 bed · 2 Kanal",https://www.zameen.com/Property/islamabad_f-10_triple-storey_2-kanal_ultra_luxury_house_for_sale_in_f-10-53636052-162-1.html,,bathrooms_missing|price_ge_50_crore
ISL-0362,Islamabad,F-10,House,Sale,5,5,4500,4500.0,250000000,25.00 crore,Private / Unknown,False,"One Kanal Sun Face Designer House For Sale in F-10, Islamabad · 5 bed · 5 bath · 1 Kanal",https://www.zameen.com/Property/islamabad_f-10_one_kanal_sun_face_designer_house_for_sale-53664456-162-1.html,,
ISL-0363,Islamabad,F-10,House,Sale,4,6,5850,5850.0,340000000,34.00 crore,Private / Unknown,False,"Ultra-Modern Triple Story Designer House For Sale In F-10 | Front Open | Margalla View in F-10, Islamabad · 4 bed · 6 bath · 1.3 Kanal",https://www.zameen.com/Property/islamabad_f-10_ultra-modern_triple_story_designer_house_for_sale_in_f-10_front_open_margalla_view-53658484-162-1.html,,
ISL-0364,Islamabad,Florence Galleria,Studio,Sale,,1,360,360.0,12700000,1.27 crore,DHA,False,"Studio for Sale in DHA 2 | 14 Days Free + 70 Amenities | Annual Return 25.5 Lakh in Florence Galleria, DHA Phase 2 - Sector C · 1 bath · 1.6 Marla",https://www.zameen.com/Property/dha_phase_2_sector_c_florence_galleria_studio_for_sale_in_dha_2_14_days_free_70_amenities_annual_return_25_5_lakh-54783753-22022-1.html,,bedrooms_missing
ISL-0365,Islamabad,G-10,House,Sale,6,6,1575,1575.0,68500000,6.85 crore,Private / Unknown,False,"7 Marla Newly Build House For Sale In G-10 in G-10, Islamabad · 6 bed · 6 bath · 7 Marla",https://www.zameen.com/Property/islamabad_g-10_7_marla_newly_build_house_for_sale_in_g-10-54265121-167-1.html,,
ISL-0366,Islamabad,DHA Defence Phase 2,House,Sale,5,6,2250,2250.0,82500000,8.25 crore,DHA,False,"10 Marla House Is Available In Affordable Price In DHA Defence Phase 2 in DHA Defence Phase 2, DHA Defence · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_house_is_available_in_affordable_price_in_dha_defence_phase_2-54731107-339-1.html,,
ISL-0367,Islamabad,DHA Phase 2 - Sector E,House,Sale,5,6,2250,2250.0,82500000,8.25 crore,DHA,False,"Stunning And Affordable House Available For Sale In DHA Phase 2 - Sector E in DHA Phase 2 - Sector E, DHA Defence Phase 2 · 5 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_e_stunning_and_affordable_house_available_for_sale_in_dha_phase_2_-_sector_e-54069877-3200-1.html,,
ISL-0368,Islamabad,DHA Phase 1 - Sector F,House,Sale,9,,11700,11700.0,270000000,27.00 crore,DHA,False,"52 Marla House Up For Sale In DHA Phase 1 - Sector F in DHA Phase 1 - Sector F, DHA Defence Phase 1 · 9 bed · 2.6 Kanal",https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_f_52_marla_house_up_for_sale_in_dha_phase_1_-_sector_f-54731173-8226-1.html,,bathrooms_missing
ISL-0369,Islamabad,DHA Defence Phase 2,House,Sale,,,6750,6750.0,149000000,14.90 crore,DHA,False,"Buy Your Ideal 30 Marla House In A Prime Location Of Islamabad in DHA Defence Phase 2, DHA Defence · 1.5 Kanal",https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_buy_your_ideal_30_marla_house_in_a_prime_location_of_islamabad-54731347-339-1.html,,bedrooms_missing|bathrooms_missing
ISL-0370,Islamabad,DHA Phase 2 - Sector C,House,Sale,7,6,2250,2250.0,69000000,6.90 crore,DHA,False,"Excellent 10 Marla House , Corner , 3 Sides Open With Solar System For Sale . This Is A Triple Storey House With Top Class Open Basement. in DHA Phase 2 - Sector C, DHA Defence Phase 2 · 7 bed · 6 bath · 10 Marla",https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_c_excellent_10_marla_house_corner_3_sides_open_with_solar_system_for_sale_this_is_a_triple_storey_house_with_top_class_open_basement-54748879-3198-1.html,basement|corner|solar,
ISL-0371,Islamabad,I-14,House,Sale,4,7,1912,1912.5,49000000,4.90 crore,Private / Unknown,False,"30*70 ( 8.5 ) Marla Brand New Double Story House Located in 50 ft Wide Street Available For Sale In CDA Sector i 14 Islamabad. in I-14, Islamabad · 4 bed · 7 bath · 8.5 Marla",https://www.zameen.com/Property/islamabad_i-14_30_70_8_5_marla_brand_new_double_story_house_located_in_50_ft_wide_street_available_for_sale_in_cda_sector_i_14_islamabad-54759059-1045-1.html,brand_new,
